date,price,cost,comp1_price,comp2_price,comp3_price,volume
2024-01-01,99.11,88.33,97.8,97.11,98.59,13517
2024-01-02,98.81,87.67,99.09,100.06,97.97,15917
2024-01-03,94.61,87.83,93.02,95.32,95.17,14636
2024-01-04,98.5,86.38,99.21,98.99,99.9,14553
2024-01-05,97.28,88.44,98.57,97.62,97.73,13477
2024-01-06,98.17,87.87,98.83,97.62,97.82,13898
2024-01-07,101.49,88.33,98.73,101.17,101.92,14480
2024-01-08,94.7,85.72,96.27,93.7,94.76,14358
2024-01-09,100.75,89.53,100.51,102.72,99.59,14730
2024-01-10,98.9,88.19,99.02,99.1,99.55,14898
2024-01-11,96.97,89.55,97.43,97.12,97.64,12833
2024-01-12,98.23,87.87,98.19,97.52,98.28,14059
2024-01-13,95.71,89.22,95.94,98.61,96.16,13570
2024-01-14,99.16,88.1,98.97,97.37,98.06,13367
2024-01-15,98.73,88.89,99.69,97.67,100.43,13609
2024-01-16,101.22,90.49,99.84,101.21,100.87,14182
2024-01-17,97.97,88.83,98.61,98.91,99.43,14744
2024-01-18,94.48,88.98,93.76,94.27,93.8,14940
2024-01-19,97.98,88.96,97.56,98.07,96.71,13249
2024-01-20,97.76,88.57,98.71,97.73,95.92,14533
2024-01-21,98.66,88.16,101.1,99.58,97.67,13835
2024-01-22,96.79,88.35,95.18,97.35,97.25,13062
2024-01-23,102.27,89.85,103.85,102.91,102.9,14745
2024-01-24,96.99,88.55,97.81,97.18,96.6,14363
2024-01-25,102.38,88.94,101.16,102.64,100.86,12660
2024-01-26,101.26,89.41,102.02,100.26,99.58,14566
2024-01-27,97.76,89.25,98.33,96.77,98.16,13659
2024-01-28,102.72,89.41,103.35,103.41,103.73,13881
2024-01-29,97.0,88.73,96.29,98.43,94.73,13955
2024-01-30,99.92,87.9,100.96,98.72,100.04,13634
2024-01-31,100.81,90.11,103.2,101.75,103.04,14889
2024-02-01,97.13,88.06,96.09,97.13,96.3,14787
2024-02-02,101.23,88.68,100.15,101.41,102.17,12941
2024-02-03,99.25,88.25,97.55,96.77,100.56,11397
2024-02-04,98.48,88.71,98.48,100.41,99.18,13355
2024-02-05,98.12,89.26,99.72,102.1,100.17,14512
2024-02-06,99.08,88.9,99.86,98.82,97.89,14662
2024-02-07,100.29,88.83,100.0,99.55,100.63,15266
2024-02-08,99.52,89.67,101.21,99.7,101.71,15177
2024-02-09,94.76,88.86,95.43,95.63,95.56,14023
2024-02-10,103.4,88.28,101.73,101.99,99.86,13456
2024-02-11,95.17,89.26,93.69,96.41,96.14,12413
2024-02-12,102.11,89.18,100.64,101.24,102.71,14158
2024-02-13,99.21,87.45,99.92,99.12,100.16,15224
2024-02-14,95.26,88.76,97.78,95.49,97.54,14341
2024-02-15,98.03,88.95,97.63,98.96,97.89,13331
2024-02-16,95.91,88.41,94.32,97.11,96.95,13166
2024-02-17,98.36,89.33,99.52,97.35,99.18,12815
2024-02-18,97.21,87.91,96.66,98.89,96.35,13855
2024-02-19,100.07,88.39,98.76,100.53,100.27,13500
2024-02-20,100.69,88.26,100.26,102.28,99.89,14023
2024-02-21,99.28,88.22,100.83,99.67,100.38,14589
2024-02-22,96.47,87.79,96.07,95.3,96.86,15054
2024-02-23,94.92,87.58,94.96,97.01,97.46,14050
2024-02-24,95.03,89.97,97.5,97.11,95.41,13470
2024-02-25,98.63,88.28,97.94,98.46,97.72,13114
2024-02-26,101.62,88.64,101.22,101.27,101.14,14786
2024-02-27,100.71,88.22,100.31,101.21,100.75,14100
2024-02-28,94.72,89.22,96.55,95.73,95.22,16112
2024-02-29,97.57,88.96,97.77,99.01,97.63,14666
2024-03-01,100.65,91.18,101.73,100.17,100.69,13575
2024-03-02,101.14,91.05,102.28,103.24,101.72,15269
2024-03-03,96.97,89.64,97.29,97.74,97.66,12810
2024-03-04,103.11,91.86,102.79,104.3,100.7,13587
2024-03-05,101.65,91.21,100.71,100.94,99.87,13456
2024-03-06,99.87,89.89,101.32,99.73,99.56,15575
2024-03-07,100.08,88.11,99.9,98.68,99.83,15449
2024-03-08,99.4,91.0,101.8,100.67,100.32,15243
2024-03-09,98.75,88.36,97.57,97.92,99.17,13897
2024-03-10,97.34,88.35,99.54,98.2,96.22,13363
2024-03-11,101.0,90.55,100.78,99.78,101.69,13653
2024-03-12,100.21,91.56,99.96,100.65,100.6,13485
2024-03-13,102.51,91.19,102.07,100.75,101.53,16041
2024-03-14,102.35,90.3,104.2,101.37,103.58,14883
2024-03-15,101.95,89.94,100.62,101.52,102.2,13187
2024-03-16,98.68,90.11,99.04,98.54,99.13,14130
2024-03-17,100.75,90.13,101.82,100.37,100.43,12736
2024-03-18,99.04,89.79,99.58,97.43,100.54,14280
2024-03-19,100.3,89.2,101.74,99.75,101.43,14669
2024-03-20,99.52,89.06,100.11,98.45,100.02,15265
2024-03-21,98.76,88.29,99.77,97.36,99.31,14317
2024-03-22,100.52,88.77,100.73,101.62,98.63,12630
2024-03-23,94.87,87.86,94.91,94.19,95.32,13193
2024-03-24,97.33,88.77,97.45,96.69,95.92,13878
2024-03-25,96.12,88.03,94.61,96.04,95.51,13761
2024-03-26,97.35,87.71,98.39,98.13,98.07,15423
2024-03-27,102.83,88.59,103.87,101.98,100.56,13870
2024-03-28,102.44,89.66,103.9,102.92,103.34,14548
2024-03-29,101.5,89.1,99.53,101.83,101.73,13102
2024-03-30,99.65,87.47,97.82,100.28,99.36,13546
2024-03-31,91.69,87.76,93.07,92.48,94.1,13753
2024-04-01,97.4,88.93,97.06,96.82,98.09,14443
2024-04-02,95.3,87.56,95.62,95.71,95.69,15547
2024-04-03,95.67,87.86,95.21,95.66,97.98,15491
2024-04-04,99.13,88.28,97.96,98.45,97.74,14265
2024-04-05,95.61,86.95,96.9,95.27,96.23,13091
2024-04-06,94.34,88.14,93.27,96.35,95.33,13327
2024-04-07,99.34,87.14,100.16,99.83,97.86,12964
2024-04-08,96.66,87.5,95.86,95.56,96.91,13581
2024-04-09,98.73,88.19,99.7,99.69,97.14,14365
2024-04-10,102.6,86.82,100.32,102.08,102.6,13840
2024-04-11,96.76,88.2,97.21,95.8,95.99,12889
2024-04-12,90.49,88.01,91.86,92.14,92.71,13613
2024-04-13,97.28,88.59,98.9,98.09,96.12,13408
2024-04-14,100.18,88.24,100.61,101.3,99.98,12561
2024-04-15,103.09,88.9,103.37,102.96,101.78,13870
2024-04-16,92.3,87.98,94.34,93.94,94.91,16724
2024-04-17,99.49,87.07,97.17,97.26,97.93,15014
2024-04-18,97.1,87.11,96.78,96.11,97.14,15452
2024-04-19,97.35,87.72,96.56,97.43,97.71,13883
2024-04-20,104.89,87.74,103.49,105.0,103.34,13745
2024-04-21,95.27,87.68,93.31,93.29,93.58,12404
2024-04-22,98.65,87.29,98.64,98.3,96.92,13335
2024-04-23,99.77,87.39,97.09,99.81,100.12,12559
2024-04-24,100.53,87.56,100.29,102.0,99.0,15617
2024-04-25,100.73,90.02,100.84,99.81,101.87,15536
2024-04-26,97.98,87.9,97.82,99.0,98.27,13366
2024-04-27,97.01,88.07,97.87,97.85,97.29,13165
2024-04-28,98.18,87.69,98.49,98.42,99.3,12962
2024-04-29,97.31,88.86,97.64,98.08,99.45,14513
2024-04-30,98.81,87.86,98.09,99.54,98.99,15485
2024-05-01,94.9,88.62,95.92,95.35,97.49,13906
2024-05-02,98.36,87.13,98.23,98.57,97.83,14584
2024-05-03,97.1,87.55,95.93,97.62,97.83,13451
2024-05-04,99.78,87.15,99.5,99.18,100.3,13220
2024-05-05,99.51,89.44,99.07,101.38,99.34,13739
2024-05-06,96.22,87.1,94.23,92.88,94.17,13202
2024-05-07,102.41,88.48,100.7,100.6,102.65,14247
2024-05-08,96.6,88.73,96.59,98.91,97.3,14889
2024-05-09,97.33,88.38,97.8,96.24,97.38,15005
2024-05-10,96.05,88.3,97.45,96.56,95.59,14053
2024-05-11,99.58,88.46,101.53,101.06,98.58,13524
2024-05-12,93.57,88.35,94.55,94.92,94.47,12768
2024-05-13,104.32,88.17,102.91,104.66,104.36,13612
2024-05-14,99.97,88.76,101.62,99.57,100.35,15428
2024-05-15,100.65,89.32,100.38,99.23,100.01,14617
2024-05-16,97.71,87.59,96.46,96.87,97.42,14603
2024-05-17,99.39,87.45,97.78,97.94,99.15,14594
2024-05-18,98.55,88.03,99.03,99.5,99.16,14066
2024-05-19,101.54,90.03,101.18,101.73,100.57,13312
2024-05-20,98.98,87.51,98.96,96.85,99.61,13488
2024-05-21,99.67,89.11,100.72,100.35,99.07,12942
2024-05-22,98.61,89.0,99.69,98.86,99.14,14794
2024-05-23,98.1,87.25,95.63,98.33,96.47,13777
2024-05-24,97.98,88.04,98.28,98.1,97.01,13841
2024-05-25,102.21,88.6,102.2,101.97,100.95,12961
2024-05-26,98.07,87.26,98.83,98.91,98.45,13269
2024-05-27,91.48,87.37,92.58,92.83,91.97,13021
2024-05-28,98.66,87.05,100.37,98.88,98.09,14042
2024-05-29,96.53,86.54,97.95,96.83,95.09,15156
2024-05-30,96.47,86.67,96.88,98.9,96.2,15882
2024-05-31,96.56,86.43,96.7,96.55,96.45,13586
2024-06-01,98.47,87.43,99.82,100.25,99.38,13723
2024-06-02,97.14,86.65,98.56,97.26,98.29,14217
2024-06-03,96.14,87.37,95.47,94.54,96.81,13289
2024-06-04,97.96,86.29,98.66,97.39,96.39,14740
2024-06-05,94.24,87.23,94.47,95.43,93.75,14331
2024-06-06,94.38,87.71,96.48,94.33,94.79,15201
2024-06-07,93.55,85.58,94.82,94.46,93.84,13961
2024-06-08,98.53,87.36,97.69,100.68,98.12,13452
2024-06-09,100.51,87.79,100.06,100.39,99.52,12700
2024-06-10,96.53,85.68,94.6,95.56,97.19,14256
2024-06-11,98.55,87.33,99.4,98.67,98.77,16342
2024-06-12,96.7,86.46,98.38,96.69,97.8,14322
2024-06-13,94.94,85.73,93.86,94.06,96.26,14037
2024-06-14,95.98,85.98,96.97,96.43,96.51,13952
2024-06-15,98.33,86.56,100.11,97.68,98.44,13813
2024-06-16,97.66,85.85,96.85,96.1,96.85,12714
2024-06-17,98.52,86.16,97.47,98.41,97.69,11965
2024-06-18,96.52,84.86,97.76,95.72,95.69,15565
2024-06-19,94.68,85.48,98.14,93.25,95.7,15667
2024-06-20,97.49,84.38,96.52,98.57,96.88,13117
2024-06-21,97.38,85.1,96.06,96.13,97.39,12994
2024-06-22,92.48,84.46,94.03,92.32,91.98,14323
2024-06-23,95.18,84.8,93.73,94.49,94.06,14052
2024-06-24,95.02,86.05,94.08,93.39,94.5,14362
2024-06-25,97.23,86.14,96.02,96.48,95.18,14134
2024-06-26,96.78,85.55,96.94,97.15,95.52,14767
2024-06-27,94.03,84.47,93.45,93.05,94.17,14120
2024-06-28,95.1,85.34,93.85,95.75,92.3,14106
2024-06-29,92.35,85.86,94.06,92.24,89.68,12530
2024-06-30,94.17,84.93,94.82,94.02,94.86,12888
2024-07-01,96.34,86.58,96.25,96.17,97.68,14779
2024-07-02,93.38,85.19,93.9,93.69,91.99,14540
2024-07-03,94.78,85.13,98.0,95.99,93.44,16145
2024-07-04,96.81,84.64,97.37,96.3,97.09,13918
2024-07-05,92.82,84.97,92.17,91.67,92.0,13353
2024-07-06,91.22,84.74,93.68,93.13,92.12,13012
2024-07-07,95.0,85.6,94.11,94.12,93.08,13018
2024-07-08,94.36,85.83,94.51,92.89,92.98,12743
2024-07-09,94.94,84.69,93.82,95.63,96.46,14340
2024-07-10,93.53,84.22,93.53,92.54,93.2,13638
2024-07-11,93.8,83.75,93.46,94.2,93.72,14829
2024-07-12,90.24,85.3,90.14,89.18,88.43,13855
2024-07-13,96.54,84.26,95.91,96.68,94.67,11910
2024-07-14,89.85,83.43,90.74,92.34,89.82,14541
2024-07-15,96.26,85.27,97.15,95.09,95.14,15706
2024-07-16,97.08,87.21,99.34,95.16,97.23,14719
2024-07-17,98.44,85.66,97.91,98.02,99.18,14299
2024-07-18,92.28,86.18,93.41,93.49,91.7,16697
2024-07-19,90.93,85.92,89.8,88.87,89.92,12435
2024-07-20,96.76,85.7,95.61,95.55,96.62,12966
2024-07-21,100.16,85.95,99.75,101.08,101.41,13586
2024-07-22,96.1,84.88,96.6,98.02,96.88,15240
2024-07-23,94.38,84.85,94.14,94.34,95.59,14987
2024-07-24,93.25,84.81,94.45,92.23,92.02,14326
2024-07-25,95.23,84.12,96.36,95.41,93.34,13620
2024-07-26,94.66,85.66,92.91,93.5,94.56,13130
2024-07-27,96.96,84.91,96.76,96.36,95.86,12374
2024-07-28,96.25,84.46,94.84,94.93,96.65,13151
2024-07-29,97.73,85.55,97.92,98.18,96.3,13509
2024-07-30,99.55,84.05,100.39,101.5,100.09,13826
2024-07-31,96.26,84.75,95.5,96.35,97.4,15771
2024-08-01,95.0,84.9,94.33,93.83,94.3,13779
2024-08-02,95.1,85.33,94.76,95.1,95.56,12792
2024-08-03,91.84,85.16,91.43,91.27,91.63,12949
2024-08-04,93.04,84.89,93.29,94.68,91.93,13434
2024-08-05,93.73,85.38,93.82,93.94,95.92,13002
2024-08-06,94.53,85.93,94.7,94.92,94.27,14868
2024-08-07,96.08,85.85,94.61,96.21,96.66,13966
2024-08-08,92.49,85.51,93.38,93.37,92.3,15769
2024-08-09,95.75,84.64,96.6,95.51,95.71,14060
2024-08-10,94.46,84.71,94.46,95.04,96.15,13106
2024-08-11,95.71,85.05,94.79,94.97,94.69,12621
2024-08-12,94.77,85.03,94.31,94.87,95.82,13942
2024-08-13,96.56,85.13,95.92,94.91,95.36,14741
2024-08-14,98.27,85.32,97.84,98.19,95.12,14433
2024-08-15,93.53,85.54,93.16,92.93,94.7,14200
2024-08-16,93.08,85.23,92.71,95.62,93.32,13879
2024-08-17,92.72,85.69,94.04,93.34,95.78,13201
2024-08-18,91.75,85.63,92.45,93.37,92.96,13402
2024-08-19,90.88,84.09,92.1,92.93,90.91,12857
2024-08-20,94.44,84.75,93.03,93.0,93.96,15000
2024-08-21,97.37,85.09,95.54,97.26,99.03,14984
2024-08-22,95.52,84.24,94.31,96.05,95.26,13720
2024-08-23,93.51,85.59,96.16,93.77,95.92,15485
2024-08-24,97.88,86.42,98.71,98.62,99.19,13494
2024-08-25,95.48,85.99,95.16,93.22,95.93,12489
2024-08-26,95.8,85.18,95.55,95.0,96.17,14499
2024-08-27,96.23,86.68,95.55,98.1,95.38,14949
2024-08-28,96.69,85.84,96.33,95.78,96.6,14954
2024-08-29,95.73,85.92,93.9,93.58,95.79,13697
2024-08-30,90.34,85.55,91.25,90.47,89.84,13977
2024-08-31,95.84,85.49,93.43,97.29,96.64,12996
2024-09-01,97.27,85.03,97.51,96.04,97.78,13660
2024-09-02,98.98,85.76,97.91,96.56,96.72,12259
2024-09-03,97.04,85.9,98.01,99.32,98.82,14714
2024-09-04,100.21,85.77,100.94,100.1,97.96,15954
2024-09-05,96.56,86.14,96.67,96.21,97.08,13843
2024-09-06,96.42,86.41,95.8,95.57,96.52,13103
2024-09-07,95.68,86.8,95.46,97.66,95.5,13003
2024-09-08,94.55,85.12,92.71,96.08,94.98,12547
2024-09-09,96.49,84.4,95.55,96.31,95.92,12361
2024-09-10,100.69,87.0,98.58,98.6,97.41,13774
2024-09-11,95.78,85.5,96.14,95.17,94.1,14687
2024-09-12,94.84,86.35,94.9,95.29,96.38,14488
2024-09-13,95.2,85.51,95.39,95.84,95.38,13618
2024-09-14,96.11,85.17,95.74,97.83,95.85,13294
2024-09-15,93.33,87.24,96.09,95.23,92.99,14415
2024-09-16,92.01,87.69,92.78,92.02,92.02,13922
2024-09-17,97.0,87.12,97.85,97.39,93.99,14044
2024-09-18,92.47,85.59,93.96,93.46,93.05,14854
2024-09-19,96.81,86.8,96.26,96.47,95.18,14535
2024-09-20,97.81,87.43,97.5,98.6,96.17,14523
2024-09-21,94.37,86.13,95.62,94.11,95.16,12925
2024-09-22,99.8,87.54,98.52,100.41,100.81,13415
2024-09-23,99.38,87.02,97.4,97.14,99.77,13876
2024-09-24,98.22,87.78,99.23,96.81,96.87,13755
2024-09-25,99.16,87.42,98.62,99.01,99.83,14780
2024-09-26,94.79,86.56,92.88,96.8,95.26,13377
2024-09-27,99.1,87.85,99.88,98.09,99.15,12446
2024-09-28,96.6,86.53,98.09,96.35,96.58,13502
2024-09-29,96.94,86.81,99.4,98.79,97.69,13486
2024-09-30,95.76,86.19,93.99,94.17,94.23,13676
2024-10-01,94.04,86.24,94.09,93.02,94.65,14561
2024-10-02,97.25,85.64,96.91,95.98,97.89,13993
2024-10-03,96.45,86.07,95.12,97.05,97.33,14310
2024-10-04,94.67,87.76,95.03,95.2,95.53,12956
2024-10-05,92.95,85.54,95.37,91.62,92.32,14154
2024-10-06,96.25,85.04,97.01,98.48,97.08,12765
2024-10-07,97.22,87.14,94.52,95.72,95.97,13353
2024-10-08,97.61,85.9,98.89,99.24,97.66,14113
2024-10-09,92.71,84.98,95.08,93.4,92.12,15444
2024-10-10,98.03,86.16,99.06,98.51,97.56,14208
2024-10-11,95.81,84.96,96.52,94.52,93.31,13020
2024-10-12,98.02,86.81,97.86,98.92,97.23,13737
2024-10-13,94.21,86.43,95.63,95.04,94.91,13607
2024-10-14,96.02,85.86,94.02,96.85,94.17,14066
2024-10-15,98.6,87.66,99.21,98.06,96.76,13766
2024-10-16,93.81,85.47,92.3,93.66,94.17,13652
2024-10-17,98.26,86.99,98.69,97.21,97.17,14250
2024-10-18,96.78,86.7,94.57,95.96,94.07,12932
2024-10-19,98.01,87.4,96.36,96.11,96.32,13147
2024-10-20,94.79,87.58,94.75,94.95,96.32,13411
2024-10-21,92.19,86.55,90.82,90.61,91.23,13752
2024-10-22,95.21,85.97,95.05,94.52,95.12,13393
2024-10-23,102.46,86.69,100.97,103.64,101.56,16109
2024-10-24,96.13,85.77,98.17,98.67,95.6,14605
2024-10-25,97.91,87.65,96.5,99.53,98.1,14151
2024-10-26,94.83,86.21,95.91,94.46,96.07,12800
2024-10-27,96.7,85.7,96.96,95.82,95.34,13360
2024-10-28,97.79,86.11,96.69,95.91,98.21,12879
2024-10-29,90.11,84.98,91.9,91.92,91.49,15422
2024-10-30,97.79,85.58,97.58,96.89,98.94,14538
2024-10-31,99.69,86.5,99.12,99.18,98.09,14127
2024-11-01,96.56,85.45,97.08,96.49,96.55,14148
2024-11-02,97.09,85.46,95.8,97.4,96.31,12262
2024-11-03,96.75,86.1,96.62,96.74,96.03,12796
2024-11-04,98.9,86.48,96.72,100.13,99.04,14208
2024-11-05,96.41,86.07,97.93,95.77,96.17,16300
2024-11-06,94.56,85.94,95.64,96.5,94.47,14977
2024-11-07,93.12,84.54,93.09,94.54,94.43,15032
2024-11-08,93.8,83.83,93.19,93.06,93.43,13418
2024-11-09,99.72,86.27,98.48,100.37,100.27,14512
2024-11-10,93.47,85.2,93.26,93.06,94.42,12256
2024-11-11,92.46,85.54,93.83,92.37,92.2,14105
2024-11-12,96.63,86.8,96.5,96.31,97.82,13536
2024-11-13,96.48,86.01,96.57,95.39,94.96,12821
2024-11-14,96.14,85.82,94.08,98.22,96.92,14597
2024-11-15,96.42,87.13,97.03,97.62,97.82,14002
2024-11-16,95.44,84.89,94.41,95.22,94.91,12849
2024-11-17,98.18,86.15,98.22,98.34,98.48,13290
2024-11-18,91.18,85.48,91.35,91.5,90.62,16297
2024-11-19,95.48,85.55,93.22,94.97,94.39,14110
2024-11-20,95.33,86.59,96.68,95.03,94.32,15159
2024-11-21,92.61,85.98,92.5,92.27,92.37,13827
2024-11-22,94.2,85.92,93.33,95.6,96.51,14071
2024-11-23,99.09,86.55,97.75,99.98,100.07,13068
2024-11-24,96.22,85.3,94.74,95.16,97.29,12934
2024-11-25,94.95,85.11,96.03,95.96,96.59,15648
2024-11-26,91.83,85.1,89.83,93.27,91.92,15478
2024-11-27,93.32,84.38,92.65,93.88,93.18,14873
2024-11-28,96.03,87.27,95.99,95.54,96.47,12775
2024-11-29,94.81,84.78,95.53,93.86,92.56,13149
2024-11-30,98.39,85.6,97.78,99.36,97.23,15000
2024-12-01,98.06,85.52,97.02,97.53,96.08,12914
2024-12-02,91.71,85.81,93.73,92.22,91.56,14980
2024-12-03,96.43,86.41,94.77,97.25,96.95,15691
2024-12-04,96.86,86.28,98.04,95.3,97.03,14942
2024-12-05,95.91,84.95,97.45,97.28,95.56,13974
2024-12-06,99.76,84.89,98.56,99.95,98.46,11894
2024-12-07,96.4,85.34,97.24,92.37,94.03,13131
2024-12-08,92.15,84.68,90.98,92.23,93.29,12797
2024-12-09,94.99,86.38,95.59,94.63,93.54,13972
2024-12-10,94.31,85.13,94.37,93.12,95.25,13710
2024-12-11,96.15,85.68,96.9,95.98,97.29,14727
2024-12-12,96.48,85.68,97.61,98.25,97.96,14756
2024-12-13,94.67,86.01,95.44,95.23,95.04,13967
2024-12-14,93.27,85.2,93.99,94.32,94.83,12734
2024-12-15,96.67,84.25,94.88,95.3,95.75,13781
2024-12-16,93.1,85.43,92.24,94.18,93.16,13586
2024-12-17,99.88,84.94,99.87,99.39,101.22,13501
2024-12-18,92.12,85.05,91.42,91.5,91.31,14478
2024-12-19,95.1,85.87,95.11,96.61,96.27,14606
2024-12-20,99.26,86.24,99.84,100.17,99.62,13895
2024-12-21,96.09,85.38,96.65,95.85,95.62,14094
2024-12-22,95.17,85.65,94.73,94.77,93.53,12978
2024-12-23,95.8,86.24,95.88,95.34,94.98,13772
2024-12-24,93.81,84.91,93.82,93.56,93.46,13773
2024-12-25,99.83,86.73,100.24,99.44,99.61,15368
2024-12-26,91.53,85.35,91.61,90.11,91.92,14393
2024-12-27,97.36,83.68,98.59,95.63,97.39,13306
2024-12-28,91.01,85.44,92.42,92.85,90.22,12169
2024-12-29,95.74,85.26,95.39,94.94,96.77,14296
2024-12-30,94.45,85.77,95.01,95.7,95.21,13364
